Danish,adj.,丹麦的
dust,n.,灰尘
dust,v.,除尘
like,v.,喜欢
like,prep.,像
Indian,adj.,印度的
Indian,n.,印度人
keep,v.,保持；保存
list,n.,清单；列表
leave,v.,离开；留下
Stockholm,n.,斯德哥尔摩
slip,v.,滑倒
ring,v.,按铃；打电话
ring,n.,戒指
mean,v.,意思是
mean,adj.,刻薄的
ring,n.,戒指；铃声
solid,adj.,固体的；坚固的
standard,n.,标准
content,n.,内容；满足
content,adj.,满足的
confine,v.,限制；禁闭
port,n.,港口
wreck,n.,残骸
ring,n.,场地；圈
precaution,n.,预防措施
splendid,adj.,极好的；壮丽的
process,v.,加工；处理
appetite,n.,食欲；胃口
slip,v.,滑倒；纸条
chip,n.,薯片；芯片
shark,n.,鲨鱼
cod,n.,鳕鱼
archaeologist,n.,考古学家
drainage,n.,排水系统
identity,n.,身份
abandon,v.,抛弃；放弃
plunge,v.,投入；跳入
capacity,n.,容量；能力
current,n.,水流；电流
current,adj.,当前的
pioneer,n.,先驱；先锋
luxury,n.,奢侈品；奢华
despise,v.,鄙视
fit,v.,安装；适合
fit,adj.,健康的
grudge,n.,怨恨
assail,v.,攻击；质问
alongside,prep.,在…旁边
fascination,n.,魅力；着迷
court,n.,法庭
accord,n.,协议；一致
chip,v.,削下；凿下
odd,adj.,奇怪的；奇数的
bewilder,v.,使迷惑
deduce,v.,推断
assumption,n.,假设
crack,n.,裂缝
crack,v.,裂开
ironically,adv.,讽刺地
chasm,n.,裂口；峡谷
haul,v.,拖；拉
torrent,n.,激流
rhythm,n.,节奏
democratic,adj.,民主的
assemble,v.,组装；集合
maximum,n.,最大值
maximum,adj.,最大的
inaccessible,adj.,难以到达的
delicate,adj.,精致的；脆弱的
astronomical,adj.,天文学的；巨大的
particle,n.,粒子；微粒
oxygen,n.,氧气
realm,n.,领域；王国
unduly,adv.,过度地
alien,n.,外星人
alien,adj.,外国的
monstrous,adj.,巨大的；可怕的
specimen,n.,标本；样本
boredom,n.,无聊
fossil man,n.,化石人
recount,v.,叙述；讲述
saga,n.,传说；长篇故事
legend,n.,传说
migration,n.,迁徙；移居
anthropologist,n.,人类学家
ancestor,n.,祖先
Polynesian,adj.,波利尼西亚的
Indonesia,n.,印度尼西亚
flint,n.,燧石；打火石
rot,v.,腐烂
beast,n.,野兽
census,n.,人口普查
acre,n.,英亩
Matterhorn,n.,马特洪峰
alpinist,n.,登山家
summit,n.,顶峰；峰会
attain,v.,达到；获得
perilous,adj.,危险的
shudder,v.,颤抖；发抖
court,n.,法庭；球场
solitary,adj.,孤独的；单独的
impoverish,v.,使贫穷
Alpine,adj.,阿尔卑斯山的
flea-ridden,adj.,长满跳蚤的
coarse,adj.,粗糙的；粗俗的
boast,v.,吹牛；夸耀
parishioner,n.,教区居民
shepherd,n.,牧羊人
linen,n.,亚麻布
the Alps,n.,阿尔卑斯山脉
safe,n.,保险箱
Ulyanovsk,n.,乌里扬诺夫斯克
commission,v.,委托；委任
opaque,adj.,不透明的
lotto,n.,乐透；彩票
slipper,n.,拖鞋
blindfold,n.,眼罩
blindfold,v.,蒙住眼睛
leave,n.,假期；许可
fundamentals,n.,基本原理；基础
glorious,adj.,光荣的；辉煌的
rub,n.,困难；障碍
dreary,adj.,沉闷的；枯燥的
commitment,n.,承诺；投入
mean,n.,平均值；方法
social climber,n.,向上爬的人；攀龙附凤者
devotion,n.,奉献；忠诚
cosmic,adj.,宇宙的
suburban,adj.,郊区的
conceited,adj.,自负的
presumptuous,adj.,放肆的；冒昧的
fatuous,adj.,愚蠢的；昏庸的
cliché,n.,陈词滥调
goodwill,n.,善意；友好
cricket,n.,板球
inclination,n.,倾向；意愿
contest,n.,比赛；竞赛
orgy,n.,狂欢；纵欲
competitive,adj.,有竞争力的；好胜的
patriotism,n.,爱国主义；爱国精神
disgrace,n.,耻辱；丢脸
savage,adj.,野蛮的；残忍的
combative,adj.,好斗的
mimic warfare,n.,模拟战争
behaviour,n.,行为；举止
absurd,adj.,荒谬的
bat,n.,蝙蝠；球棒
strictly,adv.,严格地
utilitarian,adj.,实用的；功利的
appreciation,n.,欣赏；感激
obstruction,n.,障碍；阻碍
elapse,v.,(时间)流逝
hull,n.,船体
interval,n.,间隔；间歇
receipt,n.,收据
apparatus,n.,仪器；设备
shoal,n.,鱼群
herring,n.,鲱鱼
squeak,v.,发出吱吱声
slaughter,n.,屠杀
fit,n.,一阵发作
grace,n.,优雅；恩典
tariff,n.,关税
dialysis,n.,透析
electrocute,v.,使触电身亡
eliminate,v.,消除；淘汰
device,n.,设备；装置
hammer out,v.,敲定；达成
pact,n.,协定；条约
espionage,n.,间谍活动
Alfred,n.,阿尔弗雷德
minstrel,n.,游吟诗人
wandering,adj.,漫游的；流浪的
harp,n.,竖琴
ballad,n.,民谣；叙事诗
acrobatic,adj.,杂技的
conjuring,n.,变戏法；魔术
Athelney,n.,阿塞尔纳
Chippenham,n.,奇彭纳姆
thither,adv.,到那里
Dane,n.,丹麦人
slack,adj.,松懈的；萧条的
conqueror,n.,征服者
casual,adj.,随意的；偶然的
proceeds,n.,收入；收益
assemble,v.,集合；组装
trivial,adj.,琐碎的；不重要的
prolonged,adj.,持久的；长时间的
commissariat,n.,军需部
harry,v.,骚扰；侵扰
skirmish,n.,小冲突
episode,n.,一集；一段经历
epic,n.,史诗
epic,adj.,史诗般的；宏大的
silicon,n.,硅
California,n.,加利福尼亚
workstation,n.,工作站
chip,n.,芯片；薯片
newsletter,n.,时事通讯；简报
Macintosh,n.,麦金塔电脑
penalize,v.,处罚
customize,v.,定制
spawn,v.,产卵；引发
thrive,v.,茁壮成长；繁荣
anarchy,n.,无政府状态；混乱
oriental,adj.,东方的
constitute,v.,构成；组成
drove,n.,一群
innovator,n.,创新者
forge,v.,伪造；锻造
memory-chip,n.,内存芯片
AT&T,n.,美国电话电报公司
Kansas,n.,堪萨斯州
Missouri,n.,密苏里州
oppress,v.,压迫
justification,n.,正当理由
justifiably,adv.,有正当理由地
cheat,v.,欺骗；作弊
abject,adj.,悲惨的；卑鄙的
ignoble,adj.,卑鄙的；不光彩的
impersonal,adj.,非个人的；冷淡的
ego,n.,自我
recede,v.,后退；减弱
increasingly,adv.,越来越
passionately,adv.,热情地
painlessly,adv.,无痛地
vitality,n.,活力；生命力
weariness,n.,疲劳；厌倦
cash,n.,现金
cheque,n.,支票
debtor,n.,债务人
creditor,n.,债权人
obligation,n.,义务；责任
complication,n.,并发症；复杂化
debit,n.,借方；借项
specimen,n.,样本；标本
forge,v.,伪造
forgery,n.,伪造品
adopt,v.,采纳；收养
facilitate,v.,促进；使便利
mineral,n.,矿物
boring,n.,钻孔
derrick,n.,井架
block and tackle,n.,滑轮组
rotate,v.,旋转
cutting bit,n.,钻头
geologist,n.,地质学家
coring bit,n.,取芯钻头
cylinder,n.,圆柱体；气缸
strata,n.,地层
circulate,v.,循环；流通
gusher,n.,喷油井
forecast,n.,预测；预报
speculative,adj.,推测的；投机的
blizzard,n.,暴风雪
deteriorate,v.,恶化
multiply,v.,乘以；增加
cascade,n.,小瀑布；层叠
turbulent,adj.,动荡的；湍流的
dust devil,n.,尘卷风
squall,n.,暴风
eddy,n.,漩涡
grid,n.,网格
sensor,n.,传感器
humidity,n.,湿度
meteorologist,n.,气象学家
Princeton,n.,普林斯顿
New Jersey,n.,新泽西州
fluctuation,n.,波动
deviation,n.,偏离；偏差
secrecy,n.,秘密；保密
effectiveness,n.,效力；有效性
inquiry,n.,询问；调查
positive,adj.,积极的；肯定的
process,n.,过程
patent,n.,专利
agent,n.,代理人；特工
physiological,adj.,生理的
consideration,n.,考虑；体谅
descendant,n.,后代；后裔
artificial,adj.,人工的；人造的
impose,v.,强加
dimension,n.,维度；尺寸
skyscraper,n.,摩天大楼
tenant,n.,租户
civilized,adj.,文明的
banal,adj.,平庸的；陈腐的
luxury,n.,奢侈；奢侈品
deprive,v.,剥夺
edifice,n.,大厦；宏伟的建筑
toxic,adj.,有毒的
ceaselessly,adv.,不停地
throng,n.,人群
settlement,n.,定居点；协议
enterprising,adj.,有事业心的；有进取心的
settler,n.,定居者
Antipodes,n.,澳大利亚和新西兰
promiscuous,adj.,混杂的；滥交的
overrun,v.,泛滥；横行
devastation,n.,破坏；蹂躏
burrow,n.,洞穴
susceptible,adj.,易受影响的
virus,n.,病毒
myxomatosis,n.,粘液瘤病
infect,v.,感染
epidemic,n.,流行病
mosquito,n.,蚊子
carrier,n.,携带者；运输工具
exterminate,v.,消灭；根除
bequeath,v.,遗赠
pest,n.,害虫；讨厌的人或物
pestilence,n.,瘟疫
domesticate,v.,驯养
porpoise,n.,海豚；鼠海豚
mariner,n.,水手；海员
formation,n.,形成；队形
dolphin,n.,海豚
unconscious,adj.,无意识的；昏迷的
beaver,n.,海狸
ashore,adv.,上岸；在岸上
waterlogged,adj.,浸满水的
scent,n.,气味；香味
ensue,v.,接着发生
intrigue,v.,引起…的兴趣；密谋
indignity,n.,侮辱；轻蔑
snout,n.,口鼻部
shove,v.,推；挤
aquaplane,n.,滑水板
oceanarium,n.,海洋水族馆
swoop,v.,猛扑；俯冲
belly,n.,腹部；肚子
equilibrium,n.,平衡
butt,v.,用头撞
crack,v.,猛击；使破裂
speculation,n.,推测；投机
literally,adv.,照字面地；简直
tissue,n.,组织；纸巾
plausible,adj.,看似有理的；貌似可信的
hypothesis,n.,假设
electroencephalograph,n.,脑电图仪
electrode,n.,电极
scalp,n.,头皮
psychiatrist,n.,精神科医生
punctuate,v.,不时打断；加标点
jerky,adj.,抽搐的；不平稳的
disorder,n.,混乱；失调
implication,n.,含义；牵连
saliva,n.,唾液；口水
digestive,adj.,消化的
defy,v.,违抗；蔑视
analysis,n.,分析
prey,n.,猎物
fierce,adj.,凶猛的
tussle,n.,扭打；争斗
carnivore,n.,食肉动物
vertebrate,n.,脊椎动物
lizard,n.,蜥蜴
concoct,v.,调制；编造
potency,n.,效力；力量
conversion,n.,转换
arsenic,n.,砷；砒霜
strychnine,n.,士的宁
mamba,n.,曼巴蛇
cobra,n.,眼镜蛇
venom,n.,毒液
neurotoxic,adj.,神经毒性的
viper,n.,蝰蛇
adder,n.,蝰蛇
rattlesnake,n.,响尾蛇
haemolytic,adj.,溶血性的
viperine,adj.,蝰蛇的
supreme,adj.,最高的；至高无上的
protagonist,n.,主角
outlaw,n.,歹徒；亡命之徒
framed,adj.,被陷害的
vicious,adj.,恶毒的；凶残的
mythology,n.,神话
vanished,adj.,消失了的
absurdly,adv.,荒谬地
arena,n.,竞技场
encroaching,adj.,侵占的
Indian,n.,印第安人
alien,adj.,外来的；陌生的
taboo,n.,禁忌
disinherit,v.,剥夺…的继承权
undeclared,adj.,未申报的；未宣布的
hypocrisy,n.,虚伪
chicanery,n.,欺骗；诡计
impending,adj.,即将发生的
immolation,n.,献祭；牺牲
code,n.,法规；准则；密码
loom,v.,隐约出现
manifest,v.,表明；显现
morality,n.,道德
communicate,v.,交流；沟通
compound,v.,使加重；混合
enhance,v.,提高；增强
tempo,n.,节奏；速度
trickle,v.,滴流；涓涓地流
humanity,n.,人性；人类
indifferently,adv.,冷漠地
grimly,adv.,严肃地；冷酷地
whimsical,adj.,古怪的；异想天开的
shatter,v.,粉碎；使破灭
twofold,adj.,双重的
albatross,n.,信天翁
sustenance,n.,食物；生计
glider,n.,滑翔机
harness,v.,利用
endow,v.,赋予；捐赠
ply,v.,往返；从事
gale,n.,大风
partridge,n.,鹧鸪
like,n.,同类事物
propulsion,n.,推进力
utter,v.,发出(声音)；说
slip,n.,滑动；失误
adverse,adj.,不利的；相反的
omen,n.,预兆
intense,adj.,强烈的；紧张的
aesthetic,adj.,美学的；审美的
serenity,n.,宁静
undeniable,adj.,不可否认的
indefinable,adj.,难以名状的；无法定义的
vulgar,adj.,粗俗的
radiance,n.,光辉；容光焕发
intimation,n.,暗示
unutterable,adj.,无法形容的
invest,v.,投资；投入
auditory,adj.,听觉的
inadequate,adj.,不足的；不充分的
plea,n.,恳求；辩护
abatement,n.,减少；减轻
discredit,v.,使丧失信誉
allegation,n.,指控
caption,n.,标题；说明文字
wreck,n.,残骸；失事
snag,n.,障碍；困难
anecdote,n.,趣闻；轶事
slander,n.,诽谤
persecute,v.,迫害
squadron,n.,中队
psychiatric,adj.,精神病学的
diagnosis,n.,诊断
orphanage,n.,孤儿院
preservation,n.,保存
silt,n.,淤泥
scavenger,n.,食腐动物
vole,n.,田鼠
decompose,v.,分解；腐烂
crevasse,n.,冰川裂缝
Siberian,adj.,西伯利亚的
palaeontological,adj.,古生物学的
sabre-toothed,adj.,剑齿的
venture,v.,冒险
bogged,adj.,陷入泥沼的
galleon,n.,大型帆船
flagship,n.,旗舰
imperial,adj.,帝国的
hurricane,n.,飓风
armament,n.,军备；武器
triple,adj.,三倍的
mount,v.,安装；登上
bronze,n.,青铜
cannon,n.,大炮
might,n.,力量；威力
ferment,n.,骚动；发酵
ornament,n.,装饰品
riot,n.,暴乱
demon,n.,恶魔
mermaid,n.,美人鱼
cherub,n.,小天使
zoomorphic,adj.,兽形的
ablaze,adj.,燃烧的
portray,v.,描绘
drifting,adj.,漂流的
churn,v.,剧烈搅动
pennant,n.,三角旗
superstructure,n.,上层建筑
majestic,adj.,雄伟的；壮丽的
muzzle,n.,枪口；口套
freshen,v.,使清新
list,v.,(船)倾斜
port,n.,左舷
ordnance,n.,军械；大炮
heave,v.,举起；拉
starboard,n.,右舷
counteract,v.,抵消
steepen,v.,变陡峭
ballast,n.,压舱物
inrush,n.,涌入
Baltic,n.,波罗的海
sceptical,adj.,怀疑的
forefathers,n.,祖先
fervently,adv.,热切地
curative,adj.,有疗效的
tangible,adj.,有形的；可触摸的
remedy,n.,疗法；补救方法
ointment,n.,药膏
prescribe,v.,开药方；规定
indisposition,n.,小病；不适
disgusting,adj.,令人恶心的
inconvenience,n.,不便
hovercraft,n.,气垫船
Norfolk Broads,n.,诺福克湖区
cushion,n.,垫子
ring,n.,环
Solent,n.,索伦特海峡
sensation,n.,感觉；轰动
dune,n.,沙丘
plantation,n.,种植园
hovertrain,n.,气垫火车
navigation,n.,航行；导航
sounding,n.,测深
fathom,n.,英寻
porcupine,n.,豪猪
dredge,v.,疏浚；捞取
expedition,n.,远征；探险
physicist,n.,物理学家
magnitude,n.,量级；巨大
topography,n.,地形学；地形
crust,n.,地壳；外壳
rugged,adj.,崎岖的
tableland,n.,高原
sediment,n.,沉积物
terrace,n.,阶地；露台
erode,v.,侵蚀
colour-blind,adj.,色盲的
perception,n.,感知；看法
comprehend,v.,理解
spatial,adj.,空间的
visualize,v.,想象；使形象化
reminiscence,n.,回忆；怀旧
tadpole,n.,蝌蚪
mushroom,n.,蘑菇
carrot,n.,胡萝卜
bud,n.,芽
lark,n.,云雀
ladybird,n.,瓢虫
bulrush,n.,芦苇
controversy,n.,争议
clash,n.,冲突
Inquisition,n.,宗教裁判所
perspective,n.,视角；观点
Aristotelian,adj.,亚里士多德的
Aristotle,n.,亚里士多德
Ptolemy,n.,托勒密
Leaning Tower of Pisa,n.,比萨斜塔
generalize,v.,概括
undercurrent,n.,暗流
theoretical,adj.,理论的
potentiality,n.,潜力
intimate,adj.,亲密的
familiarity,n.,熟悉
culpable,adj.,有罪的；应受谴责的
spiral,adj.,螺旋形的
nebula,n.,星云
scratch,n.,划痕
contrivance,n.,装置；计谋
distort,v.,扭曲
adverse,adj.,不利的
purchasable,adj.,可购买的
preacher,n.,传教士
defendant,n.,被告
outlook,n.,前景；观点
capacity,n.,能力；容量
tribal,adj.,部落的
tribe,n.,部落
illiterate,adj.,文盲的
compulsory,adj.,义务的；强制的
deem,v.,认为
means,n.,方法；手段
hamper,v.,阻碍
savannah,n.,热带草原
adolescence,n.,青春期
slur,n.,诽谤；含糊的发音
adolescent,n.,青少年
disloyalty,n.,不忠
spiteful,adj.,恶意的
disillusionment,n.,幻灭
evaluation,n.,评估
infallibility,n.,绝无错误
resent,v.,怨恨
sincerity,n.,真诚
victorian,adj.,维多利亚时代的
retreat,v.,撤退
unreasoning,adj.,不理智的
authoritarian,adj.,独裁的；威权的
cow,v.,恐吓
hub,n.,中心
lunar,adj.,月球的
Apollo,n.,阿波罗
accelerate,v.,加速
terrestrial,adj.,地球的；陆地的
permanently,adv.,永久地
senior,adj.,年长的；高级的
canyon,n.,峡谷
disunited,adj.,分裂的
correspondingly,adv.,相应地
backward,adj.,落后的；向后的
incur,v.,招致；承担
administer,v.,管理；执行
administrative,adj.,行政的
analogous,adj.,类似的
overheads,n.,间接费用；管理费用
initiative,n.,倡议；主动性
checker,n.,检查员
foreman,n.,工头
dividend,n.,股息；红利
likelihood,n.,可能性
infant,n.,婴儿
vulnerable,adj.,脆弱的；易受攻击的
imperceptible,adj.,察觉不到的
steep,adj.,陡峭的
ageing,n.,老化
odds,n.,几率；可能性
virtual,adj.,虚拟的；事实上的
robust,adj.,强健的
organism,n.,生物体；有机体
thermodynamics,n.,热力学
moot,adj.,有争议的；未决的
run-down,adj.,破旧的；衰弱的
friction,n.,摩擦；矛盾
contamination,n.,污染
sanitation,n.,卫生设施
sewage,n.,污水
leakage,n.,泄漏
intermittent,adj.,间歇的
carbonated,adj.,碳酸的；含气泡的
acidic,adj.,酸性的
alcohol,n.,酒精
disinfectant,n.,消毒剂
sterilize,v.,消毒；使绝育
ethanol,n.,乙醇；酒精
bactericidal,adj.,杀菌的
negligible,adj.,微不足道的
methylated,adj.,甲醇化的
confess,v.,承认；坦白
inspiration,n.,灵感
Kashmir,n.,克什米尔
interweave,v.,交织
afresh,adv.,重新
discern,v.,辨别；看出
indescribable,adj.,难以形容的
blur,n.,模糊
yeast,n.,酵母
fathom,v.,理解；测深
interminably,adv.,无休止地
winkle,v.,撬出
incidentally,adv.,顺便地
pertinent,adj.,相关的
flirt,v.,调情
inmost,adj.,内心最深处的
signature,n.,签名
infinity,n.,无限
ray,n.,光线
energize,v.,使充满活力
transmit,v.,传输；传播
exquisite,adj.,精致的
phenomena,n.,现象
crest,n.,顶峰；波峰
trough,n.,波谷；槽
vertical,adj.,垂直的
horizontal,adj.,水平的
actuality,n.,现实；事实
catastrophic,adj.,灾难性的
maturity,n.,成熟
undulate,v.,波动；起伏
tremor,n.,震颤；微震
gravitational,adj.,引力的
technique,n.,技术；技巧
tough,adj.,坚韧的；困难的
resentful,adj.,怨恨的
assign,v.,分配；指派
mahout,n.,象夫
calf,n.,幼崽；小牛
pine,v.,渴望；憔悴
underline,v.,强调；在…下划线
keep,n.,生计；供养
subservient,adj.,恭顺的；屈从的
tame,v.,驯服
tether,v.,拴住
ticklish,adj.,怕痒的；棘手的
alarming,adj.,令人担忧的
accompaniment,n.,伴奏；伴随物
soothe,v.,安慰；缓和
chant,n.,圣歌；吟诵
reinforce,v.,加强；增援
endearing,adj.,讨人喜欢的
epithet,n.,称号；绰号
blandishment,n.,奉承；甜言蜜语
lash,n.,鞭打
curl,v.,卷曲
earthquake,n.,地震
slumber,n.,睡眠
ninepin,n.,九柱戏木柱
rigid,adj.,僵硬的；严格的
seismometer,n.,地震仪
penholder,n.,笔杆
legibly,adv.,字迹清楚地
drum,n.,鼓；滚筒
wriggle,v.,蠕动；扭动
bluebottle,n.,绿头苍蝇
graph,n.,图表
graphic,adj.,生动的；图表的
longitudinal,adj.,纵向的
transverse,adj.,横向的
Mercury,n.,水星
hydrogen,n.,氢
prevailing,adj.,流行的；盛行的
radio astronomer,n.,射电天文学家
uniquely,adv.,独特地
rational,adj.,合理的；理性的
radio frequency,n.,射频
cm,n.,厘米
megacycle,n.,兆周
emission,n.,排放；发射
interstellar,adj.,星际的
rendezvous,n.,约会；会面地点
encounter,v.,遭遇；遇见
commonplace,adj.,平凡的；普通的
aberrant,adj.,异常的；脱离常轨的
trivial,adj.,琐碎的
predominant,adj.,主要的；占优势的
manifest,adj.,明显的
pristine,adj.,原始的；纯净的
stereotype,n.,陈规旧习；刻板印象
vernacular,n.,方言；本地话
accommodation,n.,住宿
incumbent,n.,在职者
preliminary,adj.,初步的
proposition,n.,提议；命题
preferential,adj.,优先的
controversial,adj.,有争议的
cactus,n.,仙人掌
termite,n.,白蚁
variant,n.,变体
barbarian,n.,野蛮人
pagan,n.,异教徒
sophistication,n.,老练；复杂
premise,n.,前提
supernatural,adj.,超自然的
dispute,n.,争端；争议
subdue,v.,征服；抑制
envision,v.,想象；展望
Morocco,n.,摩洛哥
latitude,n.,纬度
heretic,n.,异教徒
conceive,v.,构想；怀孕
suffice,v.,足够
nuclear,adj.,核的
original,adj.,原始的；原创的
gifted,adj.,有天赋的
psychologist,n.,心理学家
spasm,n.,痉挛；抽搐
futile,adj.,徒劳的
insinuate,v.,暗示；含沙射影
convulsive,adj.,抽搐的
illumination,n.,照明；阐明
undue,adj.,过度的
grip,n.,紧握
recuperation,n.,恢复；康复
improvise,v.,即兴创作
sedulously,adv.,勤勉地
vivify,v.,使生动
aggravate,v.,加重；恶化
trifling,adj.,微不足道的
gratify,v.,使满意
caprice,n.,任性；反复无常
satiation,n.,满足；饱足
frantically,adv.,疯狂地
avenge,v.,报仇
clatter,n.,咔嗒声
appetite,n.,食欲
absorbing,adj.,引人入胜的
banish,v.,驱逐
manoeuvre,n.,策略；演习
myriad,n.,无数
paradox,n.,悖论；自相矛盾
cynic,n.,愤世嫉俗者
sociologist,n.,社会学家
shun,v.,避开
affluent,adj.,富裕的
chambermaid,n.,女服务员
boo,v.,发出嘘声
maître d'hôtel,n.,餐厅领班
snobbery,n.,势利
hierarchy,n.,等级制度
entail,v.,牵涉；需要
inclement,adj.,(天气)恶劣的
package tour,n.,跟团游
insularity,n.,岛国心态；狭隘
cater,v.,迎合；提供餐饮
exclusively,adv.,专门地；独家地
cosmopolitan,adj.,世界性的；国际化的
preponderance,n.,优势
overwhelmingly,adv.,压倒性地
patronage,n.,赞助；惠顾
sauerkraut,n.,德国泡菜
vie,v.,竞争
municipality,n.,市政当局
itinerant,adj.,巡回的
heath,n.,荒野
alienate,v.,疏远
eternal,adj.,永恒的
portfolio,n.,文件夹；投资组合
tipster,n.,(赛马)情报贩子
Las Vegas,n.,拉斯维加斯
fritter,v.,浪费；挥霍
reputable,adj.,声誉好的
broker,n.,经纪人
finance,n.,金融；财政
mortgage,n.,抵押贷款
pension,n.,养老金；退休金
priority,n.,优先权
gilt,n.,镀金
convertible,adj.,可转换的
sanguine,adj.,乐观的
heady,adj.,令人兴奋的；上头的
pedestrian,n.,行人
analogous,adj.,类似的
analysis,n.,分析
anarchy,n.,无政府状态；混乱
ancestor,n.,祖先
anecdote,n.,轶事；趣闻
anthropologist,n.,人类学家
apparatus,n.,仪器；设备
appetite,n.,食欲；胃口
appreciation,n.,欣赏；感激
aquaplane,n.,滑水板
archaeologist,n.,考古学家
arena,n.,竞技场；舞台
armament,n.,军备
arsenic,n.,砒霜；砷
artificial,adj.,人造的；虚假的
ashore,adv.,上岸
assail,v.,攻击
assemble,v.,集合；组装
assign,v.,分配；指派
assumption,n.,假设
astronomical,adj.,天文的；巨大的
attain,v.,达到；获得
auditory,adj.,听觉的
authoritarian,adj.,独裁的
authoritarian,n.,独裁者
avenge,v.,报仇；复仇
backward,adj.,向后的；落后的
backward,adv.,向后
bactericidal,adj.,杀菌的
ballad,n.,民谣；叙事诗
ballast,n.,压舱物
banal,adj.,老套的；平庸的
banish,v.,流放；驱逐
barbarian,n.,野蛮人
bat,n.,蝙蝠；球棒
bat,v.,用球棒击球
beast,n.,野兽
beaver,n.,海狸
behaviour,n.,行为；举止
belly,n.,肚子；腹部
belly,v.,鼓起；涨满
bequeath,v.,遗赠
bewilder,v.,使困惑；使糊涂
blandishment,n.,奉承话；甜言蜜语
blindfold,adj.,被蒙上眼睛的
blindfold,adv.,被蒙着眼睛地
blindfold,n.,眼罩
blindfold,v.,蒙住…的眼睛
blizzard,n.,暴风雪
blizzard,v.,下暴风雪
bluebottle,n.,绿头苍蝇
blur,n.,模糊不清的东西
